dr_number,date_reported,date_occurred,time_occurred,area_id,area_name,reporting_district,crime_code,crime_code_description,mo_codes,victim_age,victim_sex,victim_descent,lat,lon,status_description,premise_description
161310250,2016-04-18,2016-04-17,730,13,Newton,1307,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0429 1309 0400 0416 0432 1822,41,F,H,34.0349,-118.2436,Invest Cont,STREET
151411251,2015-04-05,2015-04-04,1420,14,Pacific,1474,626,INTIMATE PARTNER - SIMPLE ASSAULT,0400,48,M,W,33.9607,-118.4188,Adult Other,PARKING LOT
132108123,2013-04-04,2013-03-04,900,21,Topanga,2138,354,THEFT OF IDENTITY,0377 1822 0930,35,F,H,34.2083,-118.5776,Invest Cont,SINGLE FAMILY DWELLING
141520230,2014-11-07,2014-11-07,1320,15,N Hollywood,1557,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344,34,F,W,34.1577,-118.368,Invest Cont,PARKING LOT
141206260,2014-02-06,2014-02-01,1300,12,77th Street,1255,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1251 0352 1259,16,F,B,33.9703,-118.2962,Juv Other,SINGLE FAMILY DWELLING
101210042,2010-03-19,2010-03-19,300,12,77th Street,1239,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114",0329,53,M,H,33.9879,-118.287,Invest Cont,"VEHICLE, PASSENGER/TRUCK"
121707589,2012-03-07,2012-03-05,930,17,Devonshire,1701,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 0344,25,F,O,34.2748,-118.5621,Invest Cont,RESTAURANT/FAST FOOD
160500605,2016-02-20,2016-02-20,1745,5,Harbor,501,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),0104 0325,15,X,X,33.8698,-118.2858,Adult Arrest,"DIY CENTER (LOWE'S,HOME DEPOT,OSH,CONTRACTORS WAREHOUSE)"
130719188,2013-12-30,2013-12-29,200,7,Wilshire,788,330,BURGLARY FROM VEHICLE,1300 0344 1609,59,F,B,34.0364,-118.3317,Invest Cont,STREET
132020773,2013-12-24,2013-12-23,930,20,Olympic,2071,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,NA,M,O,34.0454,-118.3145,Invest Cont,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"
131712340,2013-06-27,2013-06-22,1200,17,Devonshire,1753,354,THEFT OF IDENTITY,0928 1822,59,F,O,34.2536,-118.5742,Invest Cont,SINGLE FAMILY DWELLING
172010948,2017-05-18,2013-03-15,1,20,Olympic,2044,354,THEFT OF IDENTITY,0100 0935,51,F,H,34.0561,-118.302,Invest Cont,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"
111118735,2011-10-04,2011-10-01,2130,11,Northeast,1115,624,BATTERY - SIMPLE ASSAULT,0416,38,M,H,34.1393,-118.2074,Invest Cont,STREET
161304364,2016-01-06,2016-01-01,1455,13,Newton,1363,310,BURGLARY,0344 0321,NA,M,O,33.9966,-118.2586,Invest Cont,SINGLE FAMILY DWELLING
101112629,2010-05-19,2010-05-19,1215,11,Northeast,1162,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114",0329,42,M,W,34.0923,-118.2817,Invest Cont,"VEHICLE, PASSENGER/TRUCK"
140411305,2014-07-08,2014-07-08,655,4,Hollenbeck,409,624,BATTERY - SIMPLE ASSAULT,0444 1251 1258,13,F,H,34.0898,-118.17,Invest Cont,SINGLE FAMILY DWELLING
130626486,2013-12-11,2013-12-11,1600,6,Hollywood,657,624,BATTERY - SIMPLE ASSAULT,NA,48,M,H,34.0896,-118.3114,Adult Other,SIDEWALK
111518933,2011-10-11,2011-10-11,615,15,N Hollywood,1516,510,VEHICLE - STOLEN,NA,10,NA,NA,34.1903,-118.3845,Invest Cont,STREET
141708312,2014-04-09,2013-12-31,1100,17,Devonshire,1755,928,THREATENING PHONE CALLS/LETTERS,1501,56,F,H,34.2518,-118.5299,Adult Other,SINGLE FAMILY DWELLING
132108334,2013-04-09,2013-04-03,1330,21,Topanga,2148,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1202 0344,85,F,W,34.2012,-118.5732,Invest Cont,GAS STATION
171007507,2017-03-16,2017-03-13,1300,10,West Valley,1027,354,THEFT OF IDENTITY,0928 1822,52,F,W,34.1994,-118.5055,Invest Cont,SINGLE FAMILY DWELLING
121715996,2012-08-17,2012-07-12,1730,17,Devonshire,1797,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,41,M,O,34.2357,-118.4938,Invest Cont,SINGLE FAMILY DWELLING
150812616,2015-07-25,2015-07-25,1730,8,West LA,817,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0344 0325,NA,X,X,34.0626,-118.4454,Invest Cont,CELL PHONE STORE
171517489,2017-08-22,2017-08-09,130,15,N Hollywood,1591,310,BURGLARY,0344 1606 0314,16,M,W,34.1436,-118.3953,Invest Cont,RESTAURANT/FAST FOOD
120509716,2012-04-19,2012-04-19,1750,5,Harbor,529,624,BATTERY - SIMPLE ASSAULT,1309 0305 0416,48,F,H,33.7804,-118.255,Adult Arrest,SIDEWALK
170110170,2017-03-31,2017-03-31,615,1,Central,156,624,BATTERY - SIMPLE ASSAULT,0416 1218,50,M,W,34.0449,-118.2458,Invest Cont,SIDEWALK
171106916,2017-03-03,2017-03-03,1145,11,Northeast,1102,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0344 0325,NA,M,O,34.1367,-118.2713,Adult Arrest,"MEMBERSHIP STORE (COSTCO,SAMS CLUB)*"
110111044,2011-05-24,2011-05-24,15,1,Central,147,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1218,67,M,B,34.0442,-118.2439,Invest Cont,SIDEWALK
121424150,2012-09-25,2012-09-23,1430,14,Pacific,1474,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,20,M,W,33.9598,-118.4193,Invest Cont,SIDEWALK
141431383,2014-12-28,2014-12-28,1545,14,Pacific,1434,624,BATTERY - SIMPLE ASSAULT,0416,43,M,W,34.0038,-118.4423,Invest Cont,STREET
122006195,2012-02-10,2012-02-10,1030,20,Olympic,2034,350,"THEFT, PERSON",0346 0400 0305 0344,48,F,H,34.0598,-118.3009,Invest Cont,STREET
161104593,2016-01-14,2016-01-13,750,11,Northeast,1178,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD0036",0344,44,M,W,34.0922,-118.2226,Invest Cont,JUNIOR HIGH SCHOOL
101114144,2010-06-13,2010-06-12,2100,11,Northeast,1144,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344,62,M,O,34.099,-118.2673,Invest Cont,STREET
132006918,2013-03-04,2013-02-15,945,20,Olympic,2011,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114",0329,52,F,W,34.073,-118.3171,Adult Other,"VEHICLE, PASSENGER/TRUCK"
150208596,2015-03-25,2015-03-18,1200,2,Rampart,249,354,THEFT OF IDENTITY,1822,51,M,W,34.0524,-118.2633,Invest Cont,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"
131318173,2013-09-14,2013-09-14,2310,13,Newton,1353,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0432 1309 0329 1307 0411,24,F,A,34.0039,-118.2652,Adult Arrest,PARKING LOT
160616678,2016-07-16,2016-07-15,1700,6,Hollywood,645,330,BURGLARY FROM VEHICLE,0344,24,M,W,34.0992,-118.3414,Invest Cont,STREET
150811251,2015-06-25,2015-06-24,1900,8,West LA,805,510,VEHICLE - STOLEN,NA,14,NA,NA,34.0781,-118.4689,Invest Cont,PARKING LOT
121404117,2012-01-02,2012-01-02,1420,14,Pacific,1487,310,BURGLARY,0344,56,M,A,33.9586,-118.3935,Invest Cont,RESTAURANT/FAST FOOD
100322568,2010-09-24,2010-09-24,1040,3,Southwest,375,210,ROBBERY,0334 0344 0400 1019,52,M,B,34.0174,-118.3089,Invest Cont,STREET
140305633,2014-01-27,2014-01-27,1930,3,Southwest,373,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0421 0913 0319,38,F,B,34.0127,-118.3297,Invest Cont,SINGLE FAMILY DWELLING
171512688,2017-05-30,2017-05-29,2300,15,N Hollywood,1513,310,BURGLARY,1606 0344,46,M,W,34.1963,-118.4063,Invest Cont,GARAGE/CARPORT
151918372,2015-09-18,2015-09-17,2200,19,Mission,1984,626,INTIMATE PARTNER - SIMPLE ASSAULT,0416 0417 2000,27,F,H,34.2265,-118.4565,Adult Arrest,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"
120319147,2012-08-20,2012-08-20,1520,3,Southwest,362,510,VEHICLE - STOLEN,NA,11,NA,NA,34.0119,-118.3499,Invest Cont,STREET
120508412,2012-03-24,2012-03-24,1955,5,Harbor,515,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114",0311 0329 1402,NA,X,X,33.7969,-118.2743,Invest Cont,JUNIOR HIGH SCHOOL
121404113,2012-01-02,2012-01-01,1700,14,Pacific,1427,330,BURGLARY FROM VEHICLE,0344,31,M,W,34.022,-118.4223,Invest Cont,STREET
120306112,2012-02-04,2011-06-01,1500,3,Southwest,398,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER)0060,0553 1259,15,F,H,34.0088,-118.2842,Adult Other,HOTEL
131718137,2013-11-03,2013-11-03,30,17,Devonshire,1725,330,BURGLARY FROM VEHICLE,0344 1307 1259,17,F,O,34.2658,-118.5578,Invest Cont,STREET
161608080,2016-04-13,2016-04-12,2100,16,Foothill,1651,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),NA,15,NA,NA,34.2493,-118.4162,Invest Cont,STREET
101512990,2010-05-24,2010-05-24,230,15,N Hollywood,1525,330,BURGLARY FROM VEHICLE,0344 1302 1307 1609,52,M,W,34.1888,-118.3899,Invest Cont,PARKING UNDERGROUND/BUILDING
121816604,2012-08-29,2012-08-28,1930,18,Southeast,1823,624,BATTERY - SIMPLE ASSAULT,0400 0416,40,F,B,33.9483,-118.2673,Adult Other,SINGLE FAMILY DWELLING
130218161,2013-08-28,2013-08-28,1220,2,Rampart,245,350,"THEFT, PERSON",0305 0346 0344,38,M,H,34.0613,-118.2738,Invest Cont,SIDEWALK
110322956,2011-10-19,2011-10-08,2200,3,Southwest,356,860,BATTERY WITH SEXUAL CONTACT,0400 1217 1309,16,F,H,34.0246,-118.3047,Invest Cont,"VEHICLE, PASSENGER/TRUCK"
121900909,2012-04-01,2012-04-01,920,19,Mission,1962,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 1402,11,M,O,34.2355,-118.4676,Invest Cont,MARKET
130624148,2013-10-29,2013-10-28,2300,6,Hollywood,677,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344 0385,45,M,O,34.0835,-118.3146,Invest Cont,STREET
170308108,2017-03-04,2017-03-03,2100,3,Southwest,362,330,BURGLARY FROM VEHICLE,1609 0329 0344,56,M,B,34.0155,-118.3497,Invest Cont,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"
170615599,2017-07-14,2017-07-14,745,6,Hollywood,663,888,TRESPASSING,1501,16,X,X,34.0926,-118.3386,Adult Other,OTHER BUSINESS
160913615,2016-07-10,2016-07-10,205,9,Van Nuys,931,624,BATTERY - SIMPLE ASSAULT,0416 1501,22,F,W,34.1867,-118.4675,Adult Other,STREET
171509356,2017-04-01,2017-04-01,1530,15,N Hollywood,1581,624,BATTERY - SIMPLE ASSAULT,2000,66,M,W,34.1488,-118.4206,Adult Other,SIDEWALK
101605941,2010-02-11,2010-02-10,1800,16,Foothill,1642,330,BURGLARY FROM VEHICLE,0344 0358 1307 1300 1609,47,F,H,34.2624,-118.4272,Invest Cont,STREET
131109052,2013-04-08,2013-03-28,1800,11,Northeast,1127,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114",0329 1300,47,F,H,34.1194,-118.1967,Invest Cont,"VEHICLE, PASSENGER/TRUCK"
100808227,2010-04-09,2010-04-06,1445,8,West LA,881,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD0036",0344 1210,72,F,W,34.0343,-118.4478,Invest Cont,MARKET
151200764,2015-04-30,2015-04-30,2140,12,77th Street,1241,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0602 0411 0421 0555,54,M,B,33.9846,-118.3323,Adult Arrest,STREET
111220804,2011-08-22,2011-08-22,1,12,77th Street,1215,122,"RAPE, ATTEMPTED",0319 0342 0355 0429 0515 1822,24,F,B,33.9997,-118.2827,Invest Cont,STREET
131321637,2013-11-16,2013-11-15,1600,13,Newton,1341,330,BURGLARY FROM VEHICLE,1609 0344 1602,28,M,W,34.0165,-118.2755,Invest Cont,STREET
130914507,2013-07-31,2013-07-31,2305,9,Van Nuys,966,441,THEFT PLAIN - ATTEMPT,1501,NA,M,X,34.1619,-118.4301,Adult Arrest,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"
121014016,2012-08-02,2012-08-01,100,10,West Valley,1005,949,ILLEGAL DUMPING,1501,36,M,O,34.2103,-118.5273,Invest Cont,STREET
101409366,2010-03-26,2010-03-25,700,14,Pacific,1479,310,BURGLARY,0344,29,M,A,33.964,-118.3736,Invest Cont,SINGLE FAMILY DWELLING
110411372,2011-06-30,2011-06-30,1100,4,Hollenbeck,422,330,BURGLARY FROM VEHICLE,0344 1302 1307,51,F,H,34.0702,-118.213,Invest Cont,STREET
121924106,2012-12-09,2012-12-09,1000,19,Mission,1954,510,VEHICLE - STOLEN,NA,11,NA,NA,34.2627,-118.4658,Invest Cont,STREET
101924444,2010-11-07,2010-11-07,1810,19,Mission,1985,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114",0329 1402,NA,M,O,34.2268,-118.4499,Invest Cont,MARKET
120808672,2012-04-22,2012-04-20,1624,8,West LA,887,956,"LETTERS, LEWD",1501 0913,56,M,W,34.0437,-118.3951,Adult Arrest,SINGLE FAMILY DWELLING
151915405,2015-07-27,2015-07-27,1745,19,Mission,1981,624,BATTERY - SIMPLE ASSAULT,0416 1212 0447 0429,68,M,B,34.2267,-118.4704,Adult Other,NURSING/CONVALESCENT/RETIREMENT HOME
122109490,2012-04-24,2012-04-24,2030,21,Topanga,2146,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1609,34,M,H,34.1974,-118.599,Invest Cont,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"
110119593,2011-11-07,2011-11-07,1430,1,Central,166,210,ROBBERY,0305 0344 0408 0416 0906,46,M,B,34.0423,-118.2452,Adult Arrest,SIDEWALK
142019868,2014-11-21,2014-11-09,1700,20,Olympic,2056,813,CHILD ANNOYING (17YRS & UNDER),1251 1258 1906 1910 1912 1913 0432 0443 0514 1817,13,F,H,34.0509,-118.2937,Invest Cont,HIGH SCHOOL
171613599,2017-08-26,2017-07-19,800,16,Foothill,1656,354,THEFT OF IDENTITY,1822 0935,54,F,W,34.256100000000004,-118.3214,Invest Cont,SINGLE FAMILY DWELLING
111420898,2011-07-14,2011-07-14,730,14,Pacific,1454,624,BATTERY - SIMPLE ASSAULT,0400,79,M,W,33.9832,-118.4327,Invest Cont,OTHER PREMISE
141810143,2014-05-04,2014-05-04,100,18,Southeast,1861,624,BATTERY - SIMPLE ASSAULT,0400 0416,22,F,B,33.9274,-118.2826,Invest Cont,STREET
171106501,2017-02-23,2017-02-22,1405,11,Northeast,1132,440,THEFT PLAIN - PETTY ($950 & UNDER),1608 0344,NA,M,W,34.1141,-118.2692,Invest Cont,PARK/PLAYGROUND
171605472,2017-02-06,2017-02-06,100,16,Foothill,1681,510,VEHICLE - STOLEN,NA,16,NA,NA,34.2261,-118.4034,Invest Cont,DRIVEWAY
101515933,2010-07-13,2010-07-12,2300,15,N Hollywood,1523,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD0036",0344,28,M,B,34.1814,-118.4126,Invest Cont,SINGLE FAMILY DWELLING
142115104,2014-09-06,2014-09-06,315,21,Topanga,2128,624,BATTERY - SIMPLE ASSAULT,0416 0913,29,M,W,34.2096,-118.5732,Adult Other,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"
171500679,2017-03-15,2017-03-15,2049,15,N Hollywood,1521,251,SHOTS FIRED AT INHABITED DWELLING,1100 1402 1407 1414,42,F,H,34.1994,-118.4225,Invest Cont,SINGLE FAMILY DWELLING
160207722,2016-03-13,2016-03-13,1,2,Rampart,204,510,VEHICLE - STOLEN,NA,15,NA,NA,34.0835,-118.2838,Invest Cont,STREET
171406741,2017-02-19,2017-02-19,1220,14,Pacific,1444,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),NA,16,NA,NA,33.9924,-118.4495,Invest Cont,STREET
152107889,2015-03-27,2015-03-27,700,21,Topanga,2175,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0421,24,F,W,34.172,-118.6058,Adult Other,SINGLE FAMILY DWELLING
111620120,2011-12-13,2011-12-13,500,16,Foothill,1633,510,VEHICLE - STOLEN,NA,10,NA,NA,34.269,-118.4014,Invest Cont,STREET
150626300,2015-12-19,2015-12-18,2120,6,Hollywood,628,210,ROBBERY,1300 1309 0344 1313 0334 0355 0342 0326,34,M,O,34.1056,-118.3252,Invest Cont,SIDEWALK
151706294,2015-02-19,2015-02-18,2000,17,Devonshire,1739,510,VEHICLE - STOLEN,NA,14,NA,NA,34.2655,-118.476,Invest Cont,STREET
161715645,2016-08-29,2016-08-27,1200,17,Devonshire,1757,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),NA,15,NA,NA,34.2575,-118.4961,Invest Cont,STREET
101208474,2010-02-28,2010-02-27,2335,12,77th Street,1263,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0302 0334 0342 0371 0906 1100 1310 1309 1407 1822,17,M,B,33.9637,-118.309,Invest Cont,STREET
170714113,2017-08-14,2017-08-14,1030,7,Wilshire,722,510,VEHICLE - STOLEN,NA,16,NA,NA,34.0688,-118.3738,Invest Cont,DRIVEWAY
130119087,2013-08-25,2013-08-25,930,1,Central,185,943,CRUELTY TO ANIMALS,NA,NA,M,O,34.043,-118.2571,Adult Arrest,PARKING LOT
110620084,2011-08-11,2011-08-10,2330,6,Hollywood,638,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344 0385,45,M,W,34.1036,-118.3137,Invest Cont,STREET
121618179,2012-11-19,2012-11-18,1050,16,Foothill,1653,623,BATTERY POLICE (SIMPLE),0417 0416 0445 1212,NA,M,O,34.2529,-118.4112,Adult Arrest,SINGLE FAMILY DWELLING
131323728,2013-12-26,2013-12-12,230,13,Newton,1321,310,BURGLARY,1236 0344 1605 0913,58,F,W,34.0316,-118.2657,Adult Arrest,OTHER BUSINESS
130509474,2013-05-04,2013-05-04,1730,5,Harbor,564,330,BURGLARY FROM VEHICLE,0344 1300 1202,60,M,W,33.7388,-118.2857,Invest Cont,PARKING LOT
130907222,2013-03-09,2013-03-08,700,9,Van Nuys,952,888,TRESPASSING,1501,31,F,W,34.1667,-118.4662,Invest Cont,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"
150506932,2015-03-07,2015-03-07,230,5,Harbor,504,626,INTIMATE PARTNER - SIMPLE ASSAULT,0416 0913 2000,38,M,B,33.8429,-118.3066,Adult Arrest,STREET
120513646,2012-07-11,2012-07-11,1022,5,Harbor,502,350,"THEFT, PERSON",1251 0344 1259,16,F,H,33.8663,-118.2974,Juv Arrest,HIGH SCHOOL
121920490,2012-10-04,2012-08-08,800,19,Mission,1907,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD0036",1501 0344,NA,M,X,34.315,-118.4284,Adult Arrest,SINGLE FAMILY DWELLING
161514225,2016-07-04,2016-07-03,1630,15,N Hollywood,1523,510,VEHICLE - STOLEN,NA,15,NA,NA,34.1876,-118.4099,Invest Cont,STREET
131809148,2013-04-21,2013-04-21,1820,18,Southeast,1837,624,BATTERY - SIMPLE ASSAULT,0416,30,F,B,33.933,-118.2434,Invest Cont,SINGLE FAMILY DWELLING
120304826,2012-01-12,2012-01-12,1700,3,Southwest,321,210,ROBBERY,0344 0325 0400 1402 1236,11,M,X,34.0216,-118.3556,Adult Other,DRUG STORE
161120255,2016-12-06,2016-12-01,2200,11,Northeast,1134,310,BURGLARY,0344 0913,32,M,H,34.1094,-118.2337,Adult Other,GARAGE/CARPORT
142016468,2014-09-17,2014-09-17,1540,20,Olympic,2062,624,BATTERY - SIMPLE ASSAULT,0913 0416,22,M,H,34.0492,-118.3168,Adult Other,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"
130704398,2013-01-10,2013-01-07,1200,7,Wilshire,734,510,VEHICLE - STOLEN,NA,12,NA,NA,34.0699,-118.3511,Invest Cont,GARAGE/CARPORT
111918573,2011-09-01,2011-09-01,1430,19,Mission,1999,624,BATTERY - SIMPLE ASSAULT,0416 0602,45,F,H,34.2161,-118.4276,Invest Cont,SINGLE FAMILY DWELLING
101019369,2010-11-08,2010-11-08,1530,10,West Valley,1011,310,BURGLARY,0344 1606,86,F,W,34.2012,-118.5513,Adult Arrest,SINGLE FAMILY DWELLING
151114799,2015-08-05,2015-08-03,2130,11,Northeast,1139,901,VIOLATION OF RESTRAINING ORDER,NA,67,F,H,34.1106,-118.1908,Invest Cont,SINGLE FAMILY DWELLING
172112678,2017-06-21,2017-06-21,1125,21,Topanga,2157,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0443,55,M,B,34.1938,-118.5884,Adult Arrest,OTHER STORE
172008398,2017-03-27,2017-03-24,1430,20,Olympic,2071,210,ROBBERY,1202 0305 0336 0340 0432 0346 0344 0352 0342 0400,78,F,K,34.0472,-118.313,Invest Cont,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"
150921332,2015-12-19,2015-12-17,2200,9,Van Nuys,985,330,BURGLARY FROM VEHICLE,1601 0344,31,F,W,34.1514,-118.4454,Invest Cont,STREET
140120141,2014-08-29,2014-08-25,800,1,Central,135,331,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),NA,28,F,H,34.0503,-118.247,Invest Cont,PARKING LOT
110709815,2011-05-22,2011-05-21,1900,7,Wilshire,762,310,BURGLARY,0344 1607,55,F,O,34.0465,-118.3727,Invest Cont,SINGLE FAMILY DWELLING
151212691,2015-05-05,2015-05-05,1415,12,77th Street,1239,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325,53,M,B,33.9848,-118.2915,Invest Cont,MARKET
160217656,2016-09-25,2016-09-25,145,2,Rampart,261,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0444 0421 0369 2003,51,M,H,34.0594,-118.2833,Adult Arrest,BAR/COCKTAIL/NIGHTCLUB
151814411,2015-07-24,2015-07-23,2100,18,Southeast,1862,624,BATTERY - SIMPLE ASSAULT,0416 1300 1259,17,F,H,33.9304,-118.2713,Invest Cont,SIDEWALK
120321438,2012-09-21,2012-09-21,1230,3,Southwest,361,210,ROBBERY,1300 0400 1302 0334 0337 0344 0418,50,F,H,34.0255,-118.3548,Invest Cont,SIDEWALK
110908965,2011-04-04,2011-04-03,2025,9,Van Nuys,923,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325,NA,M,W,34.1907,-118.4487,Invest Cont,MARKET
141810440,2014-05-10,2014-05-08,2100,18,Southeast,1836,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114",0329,NA,M,W,33.9369,-118.2542,Invest Cont,OTHER PREMISE
141923180,2014-12-02,2014-12-01,1900,19,Mission,1999,330,BURGLARY FROM VEHICLE,1300 1307 0344,25,M,H,34.2155,-118.4287,Invest Cont,STREET
140804700,2014-01-21,2014-01-21,1540,8,West LA,839,440,THEFT PLAIN - PETTY ($950 & UNDER),1247 0325,NA,M,O,34.0605,-118.4193,Invest Cont,DEPARTMENT STORE
112021042,2011-11-07,2011-11-06,2100,20,Olympic,2005,510,VEHICLE - STOLEN,NA,10,NA,NA,34.0812,-118.3004,Invest Cont,STREET
161214661,2016-05-24,2016-05-20,1600,12,77th Street,1251,220,ATTEMPTED ROBBERY,1251 0342 0355 0416 0429 0446 1259 1822,17,M,B,33.9782,-118.3309,Invest Cont,BUS STOP
160818885,2016-11-21,2016-11-15,845,8,West LA,842,480,BIKE - STOLEN,0344,25,M,W,34.0495,-118.4609,Invest Cont,PARKING UNDERGROUND/BUILDING
131005081,2013-01-24,2013-01-16,45,10,West Valley,1011,624,BATTERY - SIMPLE ASSAULT,0419,24,F,H,34.2048,-118.5514,Adult Other,SINGLE FAMILY DWELLING
110407863,2011-04-02,2011-04-02,245,4,Hollenbeck,479,624,BATTERY - SIMPLE ASSAULT,0416 1206,NA,M,H,34.0256,-118.1961,Invest Cont,STREET
111415148,2011-05-17,2011-05-16,1845,14,Pacific,1474,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,19,M,W,33.9616,-118.4208,Invest Cont,PARKING LOT
110206928,2011-02-27,2011-02-27,2200,2,Rampart,241,626,INTIMATE PARTNER - SIMPLE ASSAULT,0400 0429 0913 2000,21,F,H,34.0677,-118.2821,Invest Cont,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"
172113120,2017-07-01,2017-07-01,1425,21,Topanga,2189,649,DOCUMENT FORGERY / STOLEN FELONY,1402 1822 0923,56,M,W,34.1719,-118.5684,Invest Cont,BANK
170915953,2017-08-23,2017-08-18,1453,9,Van Nuys,974,354,THEFT OF IDENTITY,0100 1822 0930,38,M,W,34.1547,-118.453,Invest Cont,OTHER BUSINESS
160215255,2016-08-08,2016-08-07,2100,2,Rampart,204,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114",0329 1307,23,F,H,34.0802,-118.2832,Invest Cont,"VEHICLE, PASSENGER/TRUCK"
171306542,2017-02-11,2017-02-10,2130,13,Newton,1354,510,VEHICLE - STOLEN,NA,16,NA,NA,34.0097,-118.2704,Invest Cont,STREET
150812511,2015-07-23,2015-07-23,736,8,West LA,828,661,UNAUTHORIZED COMPUTER ACCESS,1402,43,F,B,34.0649,-118.4372,Adult Arrest,OTHER BUSINESS
101700817,2010-04-20,2010-04-20,735,17,Devonshire,1785,886,DISTURBING THE PEACE,1402 1501,42,M,W,34.2337,-118.5274,Invest Cont,SINGLE FAMILY DWELLING
101324528,2010-11-06,2010-11-05,2200,13,Newton,1323,510,VEHICLE - STOLEN,NA,NA,NA,NA,34.0193,-118.2562,Invest Cont,STREET
161600729,2016-03-27,2016-03-27,2200,16,Foothill,1605,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1407 0906 1822 0302 0450 0334 1206 1414 1420,34,M,B,34.2781,-118.3929,Invest Cont,GARAGE/CARPORT
121225212,2012-11-04,2012-11-04,1900,12,77th Street,1241,624,BATTERY - SIMPLE ASSAULT,2000 0416,35,F,B,33.9829,-118.3338,Invest Cont,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)"
141616087,2014-11-25,2011-01-01,1200,16,Foothill,1657,354,THEFT OF IDENTITY,1822,48,F,O,34.2512,-118.2906,Invest Cont,SINGLE FAMILY DWELLING
102008106,2010-03-03,2010-03-02,2230,20,Olympic,2074,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),NA,NA,NA,NA,34.0455,-118.3053,Invest Cont,STREET
